Location,Labels
/ECG Dataset/ECG/Train/AF/559.png,1
/ECG Dataset/ECG/Test/AF/560.png,1
/ECG Dataset/ECG/Train/AF/561.png,1
/ECG Dataset/ECG/Train/AF/562.png,1
/ECG Dataset/ECG/Train/SR/563.png,0
/ECG Dataset/ECG/Train/AF/564.png,1
/ECG Dataset/ECG/Test/SR/565.png,0
/ECG Dataset/ECG/Train/AF/566.png,1
/ECG Dataset/ECG/Train/SR/567.png,0
/ECG Dataset/ECG/Train/SR/568.png,0
/ECG Dataset/ECG/Train/SR/569.png,0
/ECG Dataset/ECG/Test/SR/570.png,0
/ECG Dataset/ECG/Train/AF/571.png,1
/ECG Dataset/ECG/Train/AF/572.png,1
/ECG Dataset/ECG/Train/AF/573.png,1
/ECG Dataset/ECG/Train/SR/574.png,0
/ECG Dataset/ECG/Test/SR/575.png,0
/ECG Dataset/ECG/Train/SR/576.png,0
/ECG Dataset/ECG/Train/SR/577.png,0
/ECG Dataset/ECG/Train/SR/578.png,0
/ECG Dataset/ECG/Train/AF/579.png,1
/ECG Dataset/ECG/Test/AF/580.png,1
/ECG Dataset/ECG/Train/SR/581.png,0
/ECG Dataset/ECG/Train/SR/582.png,0
/ECG Dataset/ECG/Train/SR/583.png,0
/ECG Dataset/ECG/Train/SR/584.png,0
/ECG Dataset/ECG/Test/AF/585.png,1
/ECG Dataset/ECG/Train/SR/586.png,0
/ECG Dataset/ECG/Train/AF/587.png,1
/ECG Dataset/ECG/Train/AF/588.png,1
/ECG Dataset/ECG/Train/AF/589.png,1
/ECG Dataset/ECG/Test/SR/590.png,0
/ECG Dataset/ECG/Train/SR/591.png,0
/ECG Dataset/ECG/Train/AF/592.png,1
/ECG Dataset/ECG/Train/AF/593.png,1
/ECG Dataset/ECG/Train/AF/594.png,1
/ECG Dataset/ECG/Test/AF/595.png,1
/ECG Dataset/ECG/Train/AF/596.png,1
/ECG Dataset/ECG/Train/AF/597.png,1
/ECG Dataset/ECG/Train/SR/598.png,0
/ECG Dataset/ECG/Train/SR/599.png,0
/ECG Dataset/ECG/Test/SR/600.png,0
/ECG Dataset/ECG/Train/SR/601.png,0
/ECG Dataset/ECG/Train/AF/602.png,1
/ECG Dataset/ECG/Train/AF/603.png,1
/ECG Dataset/ECG/Train/AF/604.png,1
/ECG Dataset/ECG/Test/AF/605.png,1
/ECG Dataset/ECG/Train/AF/606.png,1
/ECG Dataset/ECG/Train/AF/607.png,1
/ECG Dataset/ECG/Train/SR/608.png,0
/ECG Dataset/ECG/Train/AF/609.png,1
/ECG Dataset/ECG/Test/SR/610.png,0
/ECG Dataset/ECG/Train/SR/611.png,0
/ECG Dataset/ECG/Train/SR/612.png,0
/ECG Dataset/ECG/Train/AF/613.png,1
/ECG Dataset/ECG/Train/AF/614.png,1
/ECG Dataset/ECG/Test/AF/615.png,1
/ECG Dataset/ECG/Train/SR/616.png,0
/ECG Dataset/ECG/Train/AF/617.png,1
/ECG Dataset/ECG/Train/SR/618.png,0
/ECG Dataset/ECG/Train/SR/619.png,0
/ECG Dataset/ECG/Test/AF/620.png,1
/ECG Dataset/ECG/Train/AF/621.png,1
/ECG Dataset/ECG/Train/SR/622.png,0
/ECG Dataset/ECG/Train/AF/623.png,1
/ECG Dataset/ECG/Train/AF/624.png,1
/ECG Dataset/ECG/Test/SR/625.png,0
/ECG Dataset/ECG/Train/AF/626.png,1
/ECG Dataset/ECG/Train/SR/627.png,0
/ECG Dataset/ECG/Train/AF/628.png,1
/ECG Dataset/ECG/Train/SR/629.png,0
/ECG Dataset/ECG/Test/AF/630.png,1
/ECG Dataset/ECG/Train/AF/631.png,1
/ECG Dataset/ECG/Train/SR/632.png,0
/ECG Dataset/ECG/Train/AF/633.png,1
/ECG Dataset/ECG/Train/SR/634.png,0
/ECG Dataset/ECG/Test/SR/635.png,0
/ECG Dataset/ECG/Train/SR/636.png,0
/ECG Dataset/ECG/Train/SR/637.png,0
/ECG Dataset/ECG/Train/AF/638.png,1
/ECG Dataset/ECG/Train/SR/639.png,0
/ECG Dataset/ECG/Test/AF/640.png,1
/ECG Dataset/ECG/Train/AF/641.png,1
/ECG Dataset/ECG/Train/AF/642.png,1
/ECG Dataset/ECG/Train/AF/643.png,1
/ECG Dataset/ECG/Train/SR/644.png,0
/ECG Dataset/ECG/Test/AF/645.png,1
/ECG Dataset/ECG/Train/AF/646.png,1
/ECG Dataset/ECG/Train/SR/647.png,0
/ECG Dataset/ECG/Train/SR/648.png,0
/ECG Dataset/ECG/Train/SR/649.png,0
/ECG Dataset/ECG/Test/SR/650.png,0
/ECG Dataset/ECG/Train/SR/651.png,0
/ECG Dataset/ECG/Train/SR/652.png,0
/ECG Dataset/ECG/Train/AF/653.png,1
/ECG Dataset/ECG/Train/SR/654.png,0
/ECG Dataset/ECG/Test/SR/655.png,0
/ECG Dataset/ECG/Train/AF/656.png,1
/ECG Dataset/ECG/Train/SR/657.png,0
/ECG Dataset/ECG/Train/SR/658.png,0
/ECG Dataset/ECG/Train/SR/659.png,0
/ECG Dataset/ECG/Test/SR/660.png,0
/ECG Dataset/ECG/Train/SR/661.png,0
/ECG Dataset/ECG/Train/SR/662.png,0
/ECG Dataset/ECG/Train/SR/663.png,0
/ECG Dataset/ECG/Train/AF/664.png,1
/ECG Dataset/ECG/Test/AF/665.png,1
/ECG Dataset/ECG/Train/SR/666.png,0
/ECG Dataset/ECG/Train/SR/667.png,0
/ECG Dataset/ECG/Train/SR/668.png,0
/ECG Dataset/ECG/Train/SR/669.png,0
/ECG Dataset/ECG/Test/SR/670.png,0
/ECG Dataset/ECG/Train/SR/671.png,0
/ECG Dataset/ECG/Train/AF/672.png,1
/ECG Dataset/ECG/Train/SR/673.png,0
/ECG Dataset/ECG/Train/SR/674.png,0
/ECG Dataset/ECG/Test/SR/675.png,0
/ECG Dataset/ECG/Train/SR/676.png,0
/ECG Dataset/ECG/Train/AF/677.png,1
/ECG Dataset/ECG/Train/AF/678.png,1
/ECG Dataset/ECG/Train/SR/679.png,0
/ECG Dataset/ECG/Test/AF/680.png,1
/ECG Dataset/ECG/Train/AF/681.png,1
/ECG Dataset/ECG/Train/SR/682.png,0
/ECG Dataset/ECG/Train/AF/683.png,1
/ECG Dataset/ECG/Train/AF/684.png,1
/ECG Dataset/ECG/Test/AF/685.png,1
/ECG Dataset/ECG/Train/SR/686.png,0
/ECG Dataset/ECG/Train/AF/687.png,1
/ECG Dataset/ECG/Train/AF/688.png,1
/ECG Dataset/ECG/Train/AF/689.png,1
/ECG Dataset/ECG/Test/AF/690.png,1
/ECG Dataset/ECG/Train/AF/691.png,1
/ECG Dataset/ECG/Train/SR/692.png,0
/ECG Dataset/ECG/Train/AF/693.png,1
/ECG Dataset/ECG/Train/SR/694.png,0
/ECG Dataset/ECG/Test/AF/695.png,1
/ECG Dataset/ECG/Train/SR/696.png,0
/ECG Dataset/ECG/Train/AF/697.png,1
/ECG Dataset/ECG/Train/AF/698.png,1
/ECG Dataset/ECG/Train/SR/699.png,0
/ECG Dataset/ECG/Test/SR/700.png,0
/ECG Dataset/ECG/Train/SR/701.png,0
/ECG Dataset/ECG/Train/SR/702.png,0
/ECG Dataset/ECG/Train/SR/703.png,0
/ECG Dataset/ECG/Train/SR/704.png,0
/ECG Dataset/ECG/Test/AF/705.png,1
/ECG Dataset/ECG/Train/SR/706.png,0
/ECG Dataset/ECG/Train/SR/707.png,0
/ECG Dataset/ECG/Train/SR/708.png,0
/ECG Dataset/ECG/Train/AF/709.png,1
/ECG Dataset/ECG/Test/SR/710.png,0
/ECG Dataset/ECG/Train/AF/711.png,1
/ECG Dataset/ECG/Train/AF/712.png,1
/ECG Dataset/ECG/Train/AF/713.png,1
/ECG Dataset/ECG/Train/AF/714.png,1
/ECG Dataset/ECG/Test/AF/715.png,1
/ECG Dataset/ECG/Train/AF/716.png,1
/ECG Dataset/ECG/Train/SR/717.png,0
/ECG Dataset/ECG/Train/AF/718.png,1
/ECG Dataset/ECG/Train/SR/719.png,0
/ECG Dataset/ECG/Test/AF/720.png,1
/ECG Dataset/ECG/Train/AF/721.png,1
/ECG Dataset/ECG/Train/AF/722.png,1
/ECG Dataset/ECG/Train/AF/723.png,1
/ECG Dataset/ECG/Train/SR/724.png,0
/ECG Dataset/ECG/Test/AF/725.png,1
/ECG Dataset/ECG/Train/AF/726.png,1
/ECG Dataset/ECG/Train/SR/727.png,0
/ECG Dataset/ECG/Train/AF/728.png,1
/ECG Dataset/ECG/Train/SR/729.png,0
/ECG Dataset/ECG/Test/AF/730.png,1
/ECG Dataset/ECG/Train/SR/731.png,0
/ECG Dataset/ECG/Train/SR/732.png,0
/ECG Dataset/ECG/Train/SR/733.png,0
/ECG Dataset/ECG/Train/SR/734.png,0
/ECG Dataset/ECG/Test/SR/735.png,0
/ECG Dataset/ECG/Train/AF/736.png,1
/ECG Dataset/ECG/Train/AF/737.png,1
/ECG Dataset/ECG/Train/AF/738.png,1
/ECG Dataset/ECG/Train/SR/739.png,0
/ECG Dataset/ECG/Test/AF/740.png,1
/ECG Dataset/ECG/Train/SR/741.png,0
/ECG Dataset/ECG/Train/SR/742.png,0
/ECG Dataset/ECG/Train/AF/743.png,1
/ECG Dataset/ECG/Train/SR/744.png,0
/ECG Dataset/ECG/Test/AF/745.png,1
/ECG Dataset/ECG/Train/AF/746.png,1
/ECG Dataset/ECG/Train/AF/747.png,1
/ECG Dataset/ECG/Train/AF/748.png,1
/ECG Dataset/ECG/Train/SR/749.png,0
/ECG Dataset/ECG/Test/SR/750.png,0
/ECG Dataset/ECG/Train/SR/751.png,0
/ECG Dataset/ECG/Train/SR/752.png,0
/ECG Dataset/ECG/Train/AF/753.png,1
/ECG Dataset/ECG/Train/SR/754.png,0
/ECG Dataset/ECG/Test/SR/755.png,0
/ECG Dataset/ECG/Train/SR/756.png,0
/ECG Dataset/ECG/Train/AF/757.png,1
/ECG Dataset/ECG/Train/AF/758.png,1
/ECG Dataset/ECG/Train/SR/759.png,0
/ECG Dataset/ECG/Test/SR/760.png,0
/ECG Dataset/ECG/Train/AF/761.png,1
/ECG Dataset/ECG/Train/SR/762.png,0
/ECG Dataset/ECG/Train/SR/763.png,0
/ECG Dataset/ECG/Train/SR/764.png,0
/ECG Dataset/ECG/Test/SR/765.png,0
/ECG Dataset/ECG/Train/AF/766.png,1
/ECG Dataset/ECG/Train/SR/767.png,0
/ECG Dataset/ECG/Train/SR/768.png,0
/ECG Dataset/ECG/Train/SR/769.png,0
/ECG Dataset/ECG/Test/AF/770.png,1
/ECG Dataset/ECG/Train/AF/771.png,1
/ECG Dataset/ECG/Train/AF/772.png,1
/ECG Dataset/ECG/Train/SR/773.png,0
/ECG Dataset/ECG/Train/SR/774.png,0
/ECG Dataset/ECG/Test/AF/775.png,1
/ECG Dataset/ECG/Train/SR/776.png,0
/ECG Dataset/ECG/Train/AF/777.png,1
/ECG Dataset/ECG/Train/SR/778.png,0
/ECG Dataset/ECG/Train/SR/779.png,0
/ECG Dataset/ECG/Test/AF/780.png,1
/ECG Dataset/ECG/Train/AF/781.png,1
/ECG Dataset/ECG/Train/AF/782.png,1
/ECG Dataset/ECG/Train/AF/783.png,1
/ECG Dataset/ECG/Train/AF/784.png,1
/ECG Dataset/ECG/Test/SR/785.png,0
/ECG Dataset/ECG/Train/SR/786.png,0
/ECG Dataset/ECG/Train/AF/787.png,1
/ECG Dataset/ECG/Train/SR/788.png,0
/ECG Dataset/ECG/Train/SR/789.png,0
/ECG Dataset/ECG/Test/SR/790.png,0
/ECG Dataset/ECG/Train/AF/791.png,1
/ECG Dataset/ECG/Train/SR/792.png,0
/ECG Dataset/ECG/Train/SR/793.png,0
/ECG Dataset/ECG/Train/SR/794.png,0
/ECG Dataset/ECG/Test/SR/795.png,0
/ECG Dataset/ECG/Train/AF/796.png,1
/ECG Dataset/ECG/Train/SR/797.png,0
/ECG Dataset/ECG/Train/SR/798.png,0
/ECG Dataset/ECG/Train/AF/799.png,1
/ECG Dataset/ECG/Test/AF/800.png,1
/ECG Dataset/ECG/Train/AF/801.png,1
/ECG Dataset/ECG/Train/SR/802.png,0
/ECG Dataset/ECG/Train/SR/803.png,0
/ECG Dataset/ECG/Train/SR/804.png,0
/ECG Dataset/ECG/Test/AF/805.png,1
/ECG Dataset/ECG/Train/SR/806.png,0
/ECG Dataset/ECG/Train/SR/807.png,0
/ECG Dataset/ECG/Train/AF/808.png,1
/ECG Dataset/ECG/Train/AF/809.png,1
/ECG Dataset/ECG/Test/AF/810.png,1
/ECG Dataset/ECG/Train/SR/811.png,0
/ECG Dataset/ECG/Train/AF/812.png,1
/ECG Dataset/ECG/Train/SR/813.png,0
/ECG Dataset/ECG/Train/SR/814.png,0
/ECG Dataset/ECG/Test/SR/815.png,0
/ECG Dataset/ECG/Train/SR/816.png,0
/ECG Dataset/ECG/Train/SR/817.png,0
/ECG Dataset/ECG/Train/SR/818.png,0
/ECG Dataset/ECG/Train/AF/819.png,1
/ECG Dataset/ECG/Test/SR/820.png,0
/ECG Dataset/ECG/Train/SR/821.png,0
/ECG Dataset/ECG/Train/AF/822.png,1
/ECG Dataset/ECG/Train/SR/823.png,0
/ECG Dataset/ECG/Train/SR/824.png,0
/ECG Dataset/ECG/Test/SR/825.png,0
/ECG Dataset/ECG/Train/AF/826.png,1
/ECG Dataset/ECG/Train/AF/827.png,1
/ECG Dataset/ECG/Train/SR/828.png,0
/ECG Dataset/ECG/Train/AF/829.png,1
/ECG Dataset/ECG/Test/AF/830.png,1
/ECG Dataset/ECG/Train/SR/831.png,0
/ECG Dataset/ECG/Train/AF/832.png,1
/ECG Dataset/ECG/Train/AF/833.png,1
/ECG Dataset/ECG/Train/AF/834.png,1
/ECG Dataset/ECG/Test/SR/835.png,0
/ECG Dataset/ECG/Train/AF/836.png,1
/ECG Dataset/ECG/Train/SR/837.png,0
/ECG Dataset/ECG/Train/AF/838.png,1
/ECG Dataset/ECG/Train/AF/839.png,1
/ECG Dataset/ECG/Test/AF/840.png,1
/ECG Dataset/ECG/Train/SR/841.png,0
/ECG Dataset/ECG/Train/AF/842.png,1
/ECG Dataset/ECG/Train/SR/843.png,0
/ECG Dataset/ECG/Train/AF/844.png,1
/ECG Dataset/ECG/Test/AF/845.png,1
/ECG Dataset/ECG/Train/AF/846.png,1
/ECG Dataset/ECG/Train/AF/847.png,1
/ECG Dataset/ECG/Train/AF/848.png,1
/ECG Dataset/ECG/Train/SR/849.png,0
/ECG Dataset/ECG/Test/SR/850.png,0
/ECG Dataset/ECG/Train/SR/851.png,0
/ECG Dataset/ECG/Train/SR/852.png,0
/ECG Dataset/ECG/Train/SR/853.png,0
/ECG Dataset/ECG/Train/AF/854.png,1
/ECG Dataset/ECG/Test/SR/855.png,0
/ECG Dataset/ECG/Train/AF/856.png,1
/ECG Dataset/ECG/Train/SR/857.png,0
/ECG Dataset/ECG/Train/SR/858.png,0
/ECG Dataset/ECG/Train/SR/859.png,0
/ECG Dataset/ECG/Test/AF/860.png,1
/ECG Dataset/ECG/Train/AF/861.png,1
/ECG Dataset/ECG/Train/SR/862.png,0
/ECG Dataset/ECG/Train/AF/863.png,1
/ECG Dataset/ECG/Train/SR/864.png,0
/ECG Dataset/ECG/Test/SR/865.png,0
/ECG Dataset/ECG/Train/SR/866.png,0
/ECG Dataset/ECG/Train/AF/867.png,1
/ECG Dataset/ECG/Train/SR/868.png,0
/ECG Dataset/ECG/Train/SR/869.png,0
/ECG Dataset/ECG/Test/AF/870.png,1
/ECG Dataset/ECG/Train/AF/871.png,1
/ECG Dataset/ECG/Train/AF/872.png,1
/ECG Dataset/ECG/Train/AF/873.png,1
/ECG Dataset/ECG/Train/AF/874.png,1
/ECG Dataset/ECG/Test/SR/875.png,0
/ECG Dataset/ECG/Train/SR/876.png,0
/ECG Dataset/ECG/Train/AF/877.png,1
/ECG Dataset/ECG/Train/AF/878.png,1
/ECG Dataset/ECG/Train/AF/879.png,1
/ECG Dataset/ECG/Test/AF/880.png,1
/ECG Dataset/ECG/Train/AF/881.png,1
/ECG Dataset/ECG/Train/SR/882.png,0
/ECG Dataset/ECG/Train/SR/883.png,0
/ECG Dataset/ECG/Train/AF/884.png,1
/ECG Dataset/ECG/Test/SR/885.png,0
/ECG Dataset/ECG/Train/SR/886.png,0
/ECG Dataset/ECG/Train/SR/887.png,0
/ECG Dataset/ECG/Train/SR/888.png,0
/ECG Dataset/ECG/Train/SR/889.png,0
/ECG Dataset/ECG/Test/AF/890.png,1
/ECG Dataset/ECG/Train/SR/891.png,0
/ECG Dataset/ECG/Train/SR/892.png,0
/ECG Dataset/ECG/Train/AF/893.png,1
/ECG Dataset/ECG/Train/SR/894.png,0
/ECG Dataset/ECG/Test/SR/895.png,0
/ECG Dataset/ECG/Train/SR/896.png,0
/ECG Dataset/ECG/Train/SR/897.png,0
/ECG Dataset/ECG/Train/AF/898.png,1
/ECG Dataset/ECG/Train/AF/899.png,1
/ECG Dataset/ECG/Test/AF/900.png,1
/ECG Dataset/ECG/Train/SR/901.png,0
/ECG Dataset/ECG/Train/SR/902.png,0
/ECG Dataset/ECG/Train/AF/903.png,1
/ECG Dataset/ECG/Train/AF/904.png,1
/ECG Dataset/ECG/Test/SR/905.png,0
/ECG Dataset/ECG/Train/AF/906.png,1
/ECG Dataset/ECG/Train/SR/907.png,0
/ECG Dataset/ECG/Train/AF/908.png,1
/ECG Dataset/ECG/Train/SR/909.png,0
/ECG Dataset/ECG/Test/SR/910.png,0
/ECG Dataset/ECG/Train/SR/911.png,0
/ECG Dataset/ECG/Train/SR/912.png,0
/ECG Dataset/ECG/Train/AF/913.png,1
/ECG Dataset/ECG/Train/SR/914.png,0
/ECG Dataset/ECG/Test/AF/915.png,1
/ECG Dataset/ECG/Train/AF/916.png,1
/ECG Dataset/ECG/Train/SR/917.png,0
/ECG Dataset/ECG/Train/AF/918.png,1
/ECG Dataset/ECG/Train/AF/919.png,1
/ECG Dataset/ECG/Test/SR/920.png,0
/ECG Dataset/ECG/Train/AF/921.png,1
/ECG Dataset/ECG/Train/SR/922.png,0
/ECG Dataset/ECG/Train/SR/923.png,0
/ECG Dataset/ECG/Train/AF/924.png,1
/ECG Dataset/ECG/Test/SR/925.png,0
/ECG Dataset/ECG/Train/SR/926.png,0
/ECG Dataset/ECG/Train/SR/927.png,0
/ECG Dataset/ECG/Train/SR/928.png,0
/ECG Dataset/ECG/Train/SR/929.png,0
/ECG Dataset/ECG/Test/AF/930.png,1
/ECG Dataset/ECG/Train/SR/931.png,0
/ECG Dataset/ECG/Train/AF/932.png,1
/ECG Dataset/ECG/Train/SR/933.png,0
/ECG Dataset/ECG/Train/AF/934.png,1
/ECG Dataset/ECG/Test/AF/935.png,1
/ECG Dataset/ECG/Train/SR/936.png,0
/ECG Dataset/ECG/Train/AF/937.png,1
/ECG Dataset/ECG/Train/SR/938.png,0
/ECG Dataset/ECG/Train/SR/939.png,0
/ECG Dataset/ECG/Test/SR/940.png,0
/ECG Dataset/ECG/Train/SR/941.png,0
/ECG Dataset/ECG/Train/SR/942.png,0
/ECG Dataset/ECG/Train/AF/943.png,1
/ECG Dataset/ECG/Train/SR/944.png,0
/ECG Dataset/ECG/Test/AF/945.png,1
/ECG Dataset/ECG/Train/SR/946.png,0
/ECG Dataset/ECG/Train/SR/947.png,0
/ECG Dataset/ECG/Train/SR/948.png,0
/ECG Dataset/ECG/Train/AF/949.png,1
/ECG Dataset/ECG/Test/SR/950.png,0
/ECG Dataset/ECG/Train/SR/951.png,0
/ECG Dataset/ECG/Train/SR/952.png,0
/ECG Dataset/ECG/Train/AF/953.png,1
/ECG Dataset/ECG/Train/AF/954.png,1
/ECG Dataset/ECG/Test/AF/955.png,1
/ECG Dataset/ECG/Train/SR/956.png,0
/ECG Dataset/ECG/Train/AF/957.png,1
/ECG Dataset/ECG/Train/SR/958.png,0
/ECG Dataset/ECG/Train/SR/959.png,0
/ECG Dataset/ECG/Test/SR/960.png,0
/ECG Dataset/ECG/Train/AF/961.png,1
/ECG Dataset/ECG/Train/AF/962.png,1
/ECG Dataset/ECG/Train/AF/963.png,1
/ECG Dataset/ECG/Train/AF/964.png,1
/ECG Dataset/ECG/Test/AF/965.png,1
/ECG Dataset/ECG/Train/SR/966.png,0
/ECG Dataset/ECG/Train/SR/967.png,0
/ECG Dataset/ECG/Train/AF/968.png,1
/ECG Dataset/ECG/Train/AF/969.png,1
/ECG Dataset/ECG/Test/SR/970.png,0
/ECG Dataset/ECG/Train/SR/971.png,0
/ECG Dataset/ECG/Train/SR/972.png,0
/ECG Dataset/ECG/Train/AF/973.png,1
/ECG Dataset/ECG/Train/AF/974.png,1
/ECG Dataset/ECG/Test/AF/975.png,1
/ECG Dataset/ECG/Train/AF/976.png,1
/ECG Dataset/ECG/Train/SR/977.png,0
/ECG Dataset/ECG/Train/SR/978.png,0
/ECG Dataset/ECG/Train/SR/979.png,0
/ECG Dataset/ECG/Test/AF/980.png,1
/ECG Dataset/ECG/Train/SR/981.png,0
/ECG Dataset/ECG/Train/SR/982.png,0
/ECG Dataset/ECG/Train/SR/983.png,0
/ECG Dataset/ECG/Train/SR/984.png,0
/ECG Dataset/ECG/Test/SR/985.png,0
/ECG Dataset/ECG/Train/SR/986.png,0
/ECG Dataset/ECG/Train/AF/987.png,1
/ECG Dataset/ECG/Train/SR/988.png,0
/ECG Dataset/ECG/Train/SR/989.png,0
/ECG Dataset/ECG/Test/SR/990.png,0
/ECG Dataset/ECG/Train/AF/991.png,1
/ECG Dataset/ECG/Train/SR/992.png,0
/ECG Dataset/ECG/Train/AF/993.png,1
/ECG Dataset/ECG/Train/AF/994.png,1
/ECG Dataset/ECG/Test/SR/995.png,0
/ECG Dataset/ECG/Train/SR/996.png,0
/ECG Dataset/ECG/Train/AF/997.png,1
/ECG Dataset/ECG/Train/AF/998.png,1
/ECG Dataset/ECG/Train/SR/999.png,0
/ECG Dataset/ECG/Test/AF/1000.png,1
/ECG Dataset/ECG/Train/SR/1001.png,0
/ECG Dataset/ECG/Train/AF/1002.png,1
/ECG Dataset/ECG/Train/AF/1003.png,1
/ECG Dataset/ECG/Train/AF/1004.png,1
/ECG Dataset/ECG/Test/SR/1005.png,0
/ECG Dataset/ECG/Train/AF/1006.png,1
/ECG Dataset/ECG/Train/SR/1007.png,0
/ECG Dataset/ECG/Train/AF/1008.png,1
/ECG Dataset/ECG/Train/AF/1009.png,1
/ECG Dataset/ECG/Test/SR/1010.png,0
/ECG Dataset/ECG/Train/AF/1011.png,1
/ECG Dataset/ECG/Train/AF/1012.png,1
/ECG Dataset/ECG/Train/SR/1013.png,0
/ECG Dataset/ECG/Train/SR/1014.png,0
/ECG Dataset/ECG/Test/SR/1015.png,0
/ECG Dataset/ECG/Train/SR/1016.png,0
/ECG Dataset/ECG/Train/AF/1017.png,1
/ECG Dataset/ECG/Train/SR/1018.png,0
/ECG Dataset/ECG/Train/AF/1019.png,1
/ECG Dataset/ECG/Test/AF/1020.png,1
/ECG Dataset/ECG/Train/AF/1021.png,1
/ECG Dataset/ECG/Train/SR/1022.png,0
/ECG Dataset/ECG/Train/SR/1023.png,0
/ECG Dataset/ECG/Train/AF/1024.png,1
/ECG Dataset/ECG/Test/AF/1025.png,1
/ECG Dataset/ECG/Train/SR/1026.png,0
/ECG Dataset/ECG/Train/SR/1027.png,0
/ECG Dataset/ECG/Train/SR/1028.png,0
/ECG Dataset/ECG/Train/AF/1029.png,1
/ECG Dataset/ECG/Test/SR/1030.png,0
/ECG Dataset/ECG/Train/AF/1031.png,1
/ECG Dataset/ECG/Train/SR/1032.png,0
/ECG Dataset/ECG/Train/SR/1033.png,0
/ECG Dataset/ECG/Train/AF/1034.png,1
/ECG Dataset/ECG/Test/SR/1035.png,0
/ECG Dataset/ECG/Train/AF/1036.png,1
/ECG Dataset/ECG/Train/SR/1037.png,0
/ECG Dataset/ECG/Train/SR/1038.png,0
/ECG Dataset/ECG/Train/SR/1039.png,0
/ECG Dataset/ECG/Test/SR/1040.png,0
/ECG Dataset/ECG/Train/SR/1041.png,0
/ECG Dataset/ECG/Train/AF/1042.png,1
/ECG Dataset/ECG/Train/AF/1043.png,1
/ECG Dataset/ECG/Train/SR/1044.png,0
/ECG Dataset/ECG/Test/AF/1045.png,1
/ECG Dataset/ECG/Train/SR/1046.png,0
/ECG Dataset/ECG/Train/AF/1047.png,1
/ECG Dataset/ECG/Train/AF/1048.png,1
/ECG Dataset/ECG/Train/AF/1049.png,1
/ECG Dataset/ECG/Test/AF/1050.png,1
/ECG Dataset/ECG/Train/SR/1051.png,0
/ECG Dataset/ECG/Train/SR/1052.png,0
/ECG Dataset/ECG/Train/SR/1053.png,0
/ECG Dataset/ECG/Train/SR/1054.png,0
/ECG Dataset/ECG/Test/AF/1055.png,1
/ECG Dataset/ECG/Train/SR/1056.png,0
/ECG Dataset/ECG/Train/SR/1057.png,0
/ECG Dataset/ECG/Train/SR/1058.png,0
/ECG Dataset/ECG/Train/AF/1059.png,1
/ECG Dataset/ECG/Test/AF/1060.png,1
/ECG Dataset/ECG/Train/AF/1061.png,1
/ECG Dataset/ECG/Train/AF/1062.png,1
/ECG Dataset/ECG/Train/SR/1063.png,0
/ECG Dataset/ECG/Train/AF/1064.png,1
/ECG Dataset/ECG/Test/AF/1065.png,1
/ECG Dataset/ECG/Train/AF/1066.png,1
/ECG Dataset/ECG/Train/AF/1067.png,1
/ECG Dataset/ECG/Train/AF/1068.png,1
/ECG Dataset/ECG/Train/SR/1069.png,0
/ECG Dataset/ECG/Test/AF/1070.png,1
/ECG Dataset/ECG/Train/AF/1071.png,1
/ECG Dataset/ECG/Train/AF/1072.png,1
/ECG Dataset/ECG/Train/AF/1073.png,1
/ECG Dataset/ECG/Train/AF/1074.png,1
/ECG Dataset/ECG/Test/SR/1075.png,0
/ECG Dataset/ECG/Train/SR/1076.png,0
/ECG Dataset/ECG/Train/AF/1077.png,1
/ECG Dataset/ECG/Train/SR/1078.png,0
/ECG Dataset/ECG/Train/AF/1079.png,1
/ECG Dataset/ECG/Test/SR/1080.png,0
/ECG Dataset/ECG/Train/SR/1081.png,0
/ECG Dataset/ECG/Train/AF/1082.png,1
/ECG Dataset/ECG/Train/AF/1083.png,1
/ECG Dataset/ECG/Train/SR/1084.png,0
/ECG Dataset/ECG/Test/AF/1085.png,1
/ECG Dataset/ECG/Train/SR/1086.png,0
/ECG Dataset/ECG/Train/SR/1087.png,0
/ECG Dataset/ECG/Train/SR/1088.png,0
/ECG Dataset/ECG/Train/SR/1089.png,0
/ECG Dataset/ECG/Test/AF/1090.png,1
/ECG Dataset/ECG/Train/SR/1091.png,0
/ECG Dataset/ECG/Train/SR/1092.png,0
/ECG Dataset/ECG/Train/AF/1093.png,1
/ECG Dataset/ECG/Train/SR/1094.png,0
/ECG Dataset/ECG/Test/AF/1095.png,1
/ECG Dataset/ECG/Train/AF/1096.png,1
/ECG Dataset/ECG/Train/AF/1097.png,1
/ECG Dataset/ECG/Train/SR/1098.png,0
/ECG Dataset/ECG/Train/AF/1099.png,1
/ECG Dataset/ECG/Test/SR/1100.png,0
/ECG Dataset/ECG/Train/AF/1101.png,1
/ECG Dataset/ECG/Train/SR/1102.png,0
/ECG Dataset/ECG/Train/AF/1103.png,1
/ECG Dataset/ECG/Train/SR/1104.png,0
/ECG Dataset/ECG/Test/SR/1105.png,0
/ECG Dataset/ECG/Train/SR/1106.png,0
/ECG Dataset/ECG/Train/AF/1107.png,1
/ECG Dataset/ECG/Train/AF/1108.png,1
/ECG Dataset/ECG/Train/SR/1109.png,0
/ECG Dataset/ECG/Test/AF/1110.png,1
/ECG Dataset/ECG/Train/SR/1111.png,0
/ECG Dataset/ECG/Train/SR/1112.png,0
/ECG Dataset/ECG/Train/SR/1113.png,0
